_rowid,DeliverableID,ConsultantID,Month,ActualHours,event_type,start_date,end_date
536,179,31,,138.78,process_deliverable_1,2024-02-29 12:42:29.150953,2024-03-21 11:15:26.725483
537,181,48,,146.27,process_deliverable_2,2024-03-01 13:25:18.850558,2024-03-24 16:08:25.838855
538,181,22,,146.27,process_deliverable_2,2024-03-01 13:25:18.850558,2024-03-24 16:08:25.838855
539,182,38,,43.42,process_deliverable_4,2024-03-17 12:21:56.198238,2024-04-13 14:27:01.580370
540,182,36,,43.42,process_deliverable_4,2024-03-17 12:21:56.198238,2024-04-13 14:27:01.580370
541,182,43,,43.42,process_deliverable_4,2024-03-17 12:21:56.198238,2024-04-13 14:27:01.580370
542,182,56,,43.42,process_deliverable_4,2024-03-17 12:21:56.198238,2024-04-13 14:27:01.580370
543,182,29,,43.42,process_deliverable_4,2024-03-17 12:21:56.198238,2024-04-13 14:27:01.580370
544,183,8,,120.02,process_deliverable_2,2024-03-21 11:15:26.725483,2024-04-15 13:43:26.666494
545,183,17,,120.02,process_deliverable_2,2024-03-21 11:15:26.725483,2024-04-15 13:43:26.666494
546,184,24,,84.64,process_deliverable_4,2024-03-24 16:08:25.838855,2024-04-23 16:24:01.036097
547,184,26,,84.64,process_deliverable_4,2024-03-24 16:08:25.838855,2024-04-23 16:24:01.036097
548,184,30,,84.64,process_deliverable_4,2024-03-24 16:08:25.838855,2024-04-23 16:24:01.036097
549,184,35,,84.64,process_deliverable_4,2024-03-24 16:08:25.838855,2024-04-23 16:24:01.036097
550,184,44,,84.64,process_deliverable_4,2024-03-24 16:08:25.838855,2024-04-23 16:24:01.036097
551,185,40,,68.35,process_deliverable_5,2024-04-13 14:27:01.580370,2024-05-06 12:25:20.871986
552,185,53,,68.35,process_deliverable_5,2024-04-13 14:27:01.580370,2024-05-06 12:25:20.871986
553,185,41,,68.35,process_deliverable_5,2024-04-13 14:27:01.580370,2024-05-06 12:25:20.871986
554,186,20,,21.6,process_deliverable_4,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
555,186,32,,21.6,process_deliverable_4,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
556,186,15,,21.6,process_deliverable_4,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
557,186,47,,21.6,process_deliverable_4,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
558,186,51,,21.6,process_deliverable_4,2024-04-15 13:43:26.666494,2024-05-11 23:33:25.636302
559,187,34,,140.77,process_deliverable_5,2024-04-23 16:24:01.036097,2024-05-19 15:51:51.062741
560,187,7,,140.77,process_deliverable_5,2024-04-23 16:24:01.036097,2024-05-19 15:51:51.062741
561,187,11,,140.77,process_deliverable_5,2024-04-23 16:24:01.036097,2024-05-19 15:51:51.062741
562,188,60,,129.73,process_deliverable_5,2024-05-11 23:33:25.636302,2024-06-11 01:51:50.051487
563,188,13,,129.73,process_deliverable_5,2024-05-11 23:33:25.636302,2024-06-11 01:51:50.051487
564,188,25,,129.73,process_deliverable_5,2024-05-11 23:33:25.636302,2024-06-11 01:51:50.051487
565,189,21,,34.19,process_deliverable_1,2024-05-27 08:20:09.966072,2024-06-13 22:06:40.888596
566,189,54,,34.19,process_deliverable_1,2024-05-27 08:20:09.966072,2024-06-13 22:06:40.888596
567,190,37,,155.89,process_deliverable_2,2024-06-13 22:06:40.888596,2024-07-07 12:37:39.136125
568,190,39,,155.89,process_deliverable_2,2024-06-13 22:06:40.888596,2024-07-07 12:37:39.136125
569,191,57,,154.06,process_deliverable_4,2024-07-07 12:37:39.136125,2024-07-24 09:12:20.467713
570,191,1,,154.06,process_deliverable_4,2024-07-07 12:37:39.136125,2024-07-24 09:12:20.467713
571,191,18,,154.06,process_deliverable_4,2024-07-07 12:37:39.136125,2024-07-24 09:12:20.467713
572,191,16,,154.06,process_deliverable_4,2024-07-07 12:37:39.136125,2024-07-24 09:12:20.467713
573,191,14,,154.06,process_deliverable_4,2024-07-07 12:37:39.136125,2024-07-24 09:12:20.467713
574,192,42,,80.7,process_deliverable_1,2024-07-14 03:16:56.869213,2024-08-02 18:41:01.861552
575,192,33,,80.7,process_deliverable_1,2024-07-14 03:16:56.869213,2024-08-02 18:41:01.861552
576,194,48,,105.86,process_deliverable_5,2024-07-24 09:12:20.467713,2024-08-06 06:22:44.604887
577,194,59,,105.86,process_deliverable_5,2024-07-24 09:12:20.467713,2024-08-06 06:22:44.604887
578,194,5,,105.86,process_deliverable_5,2024-07-24 09:12:20.467713,2024-08-06 06:22:44.604887
579,193,45,,96.2,process_deliverable_1,2024-07-24 07:18:21.564744,2024-08-12 16:03:06.503817
580,193,31,,96.2,process_deliverable_1,2024-07-24 07:18:21.564744,2024-08-12 16:03:06.503817
581,195,8,,23.07,process_deliverable_2,2024-08-02 18:41:01.861552,2024-08-23 20:34:50.720608
582,195,52,,23.07,process_deliverable_2,2024-08-02 18:41:01.861552,2024-08-23 20:34:50.720608
583,196,40,,77.35,process_deliverable_2,2024-08-12 16:03:06.503817,2024-09-04 22:21:20.084324
584,196,55,,77.35,process_deliverable_2,2024-08-12 16:03:06.503817,2024-09-04 22:21:20.084324
585,198,49,,115.92,process_deliverable_4,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
586,198,50,,115.92,process_deliverable_4,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
587,198,27,,115.92,process_deliverable_4,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
588,198,43,,115.92,process_deliverable_4,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
589,198,56,,115.92,process_deliverable_4,2024-08-23 20:34:50.720608,2024-09-04 23:45:36.848342
590,197,21,,69.53,process_deliverable_1,2024-08-21 13:16:40.195577,2024-09-09 03:47:30.138796
591,197,34,,69.53,process_deliverable_1,2024-08-21 13:16:40.195577,2024-09-09 03:47:30.138796
592,199,4,,117.15,process_deliverable_4,2024-09-04 22:21:20.084324,2024-09-26 14:38:30.515441
593,199,12,,117.15,process_deliverable_4,2024-09-04 22:21:20.084324,2024-09-26 14:38:30.515441
594,199,29,,117.15,process_deliverable_4,2024-09-04 22:21:20.084324,2024-09-26 14:38:30.515441
595,199,30,,117.15,process_deliverable_4,2024-09-04 22:21:20.084324,2024-09-26 14:38:30.515441
596,199,35,,117.15,process_deliverable_4,2024-09-04 22:21:20.084324,2024-09-26 14:38:30.515441
597,200,60,,69.6,process_deliverable_5,2024-09-04 23:45:36.848342,2024-09-26 19:32:58.030302
598,200,44,,69.6,process_deliverable_5,2024-09-04 23:45:36.848342,2024-09-26 19:32:58.030302
599,200,53,,69.6,process_deliverable_5,2024-09-04 23:45:36.848342,2024-09-26 19:32:58.030302
600,201,54,,40.0,process_deliverable_2,2024-09-09 03:47:30.138796,2024-10-03 16:42:29.073839
601,201,6,,40.0,process_deliverable_2,2024-09-09 03:47:30.138796,2024-10-03 16:42:29.073839
602,202,42,,22.54,process_deliverable_1,2024-09-13 17:46:20.681363,2024-10-07 03:41:41.848638
603,202,37,,22.54,process_deliverable_1,2024-09-13 17:46:20.681363,2024-10-07 03:41:41.848638
604,203,33,,134.99,process_deliverable_5,2024-09-26 14:38:30.515441,2024-10-16 04:55:10.027820
605,203,41,,134.99,process_deliverable_5,2024-09-26 14:38:30.515441,2024-10-16 04:55:10.027820
606,203,15,,134.99,process_deliverable_5,2024-09-26 14:38:30.515441,2024-10-16 04:55:10.027820
607,204,45,,30.37,process_deliverable_1,2024-09-28 16:53:46.217970,2024-10-18 00:36:30.428164
608,204,48,,30.37,process_deliverable_1,2024-09-28 16:53:46.217970,2024-10-18 00:36:30.428164
609,205,3,,29.62,process_deliverable_4,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
610,205,19,,29.62,process_deliverable_4,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
611,205,47,,29.62,process_deliverable_4,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
612,205,51,,29.62,process_deliverable_4,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
613,205,7,,29.62,process_deliverable_4,2024-10-03 16:42:29.073839,2024-10-20 17:58:28.678214
614,207,8,,53.81,process_deliverable_2,2024-10-18 00:36:30.428164,2024-11-01 18:05:33.319376
615,207,22,,53.81,process_deliverable_2,2024-10-18 00:36:30.428164,2024-11-01 18:05:33.319376
616,206,31,,112.33,process_deliverable_2,2024-10-07 03:41:41.848638,2024-11-03 09:02:05.017479
617,206,23,,112.33,process_deliverable_2,2024-10-07 03:41:41.848638,2024-11-03 09:02:05.017479
618,208,40,,57.73,process_deliverable_5,2024-10-20 17:58:28.678214,2024-11-03 09:27:56.095109
619,208,11,,57.73,process_deliverable_5,2024-10-20 17:58:28.678214,2024-11-03 09:27:56.095109
620,208,13,,57.73,process_deliverable_5,2024-10-20 17:58:28.678214,2024-11-03 09:27:56.095109
621,209,21,,117.85,process_deliverable_1,2024-10-23 02:54:43.923775,2024-11-09 12:26:07.585543
622,209,34,,117.85,process_deliverable_1,2024-10-23 02:54:43.923775,2024-11-09 12:26:07.585543
623,210,42,,98.03,process_deliverable_1,2024-10-23 06:44:53.172838,2024-11-17 23:42:19.343729
624,210,60,,98.03,process_deliverable_1,2024-10-23 06:44:53.172838,2024-11-17 23:42:19.343729
625,212,17,,100.74,process_deliverable_4,2024-11-03 09:02:05.017479,2024-11-22 06:31:19.418860
626,212,24,,100.74,process_deliverable_4,2024-11-03 09:02:05.017479,2024-11-22 06:31:19.418860
627,212,14,,100.74,process_deliverable_4,2024-11-03 09:02:05.017479,2024-11-22 06:31:19.418860
628,212,59,,100.74,process_deliverable_4,2024-11-03 09:02:05.017479,2024-11-22 06:31:19.418860
629,212,5,,100.74,process_deliverable_4,2024-11-03 09:02:05.017479,2024-11-22 06:31:19.418860
630,211,38,,159.67,process_deliverable_4,2024-11-01 18:05:33.319376,2024-11-28 12:47:55.675747
631,211,36,,159.67,process_deliverable_4,2024-11-01 18:05:33.319376,2024-11-28 12:47:55.675747
632,211,25,,159.67,process_deliverable_4,2024-11-01 18:05:33.319376,2024-11-28 12:47:55.675747
633,211,18,,159.67,process_deliverable_4,2024-11-01 18:05:33.319376,2024-11-28 12:47:55.675747
634,211,16,,159.67,process_deliverable_4,2024-11-01 18:05:33.319376,2024-11-28 12:47:55.675747
635,213,54,,110.81,process_deliverable_2,2024-11-09 12:26:07.585543,2024-12-04 07:34:51.660401
636,213,26,,110.81,process_deliverable_2,2024-11-09 12:26:07.585543,2024-12-04 07:34:51.660401
637,214,37,,113.49,process_deliverable_2,2024-11-17 23:42:19.343729,2024-12-06 15:24:26.962758
638,214,20,,113.49,process_deliverable_2,2024-11-17 23:42:19.343729,2024-12-06 15:24:26.962758
639,216,48,,76.26,process_deliverable_5,2024-11-28 12:47:55.675747,2024-12-10 11:21:14.870460
640,216,56,,76.26,process_deliverable_5,2024-11-28 12:47:55.675747,2024-12-10 11:21:14.870460
641,216,29,,76.26,process_deliverable_5,2024-11-28 12:47:55.675747,2024-12-10 11:21:14.870460
642,215,33,,79.27,process_deliverable_5,2024-11-22 06:31:19.418860,2024-12-16 11:52:38.821269
643,215,27,,79.27,process_deliverable_5,2024-11-22 06:31:19.418860,2024-12-16 11:52:38.821269
644,215,43,,79.27,process_deliverable_5,2024-11-22 06:31:19.418860,2024-12-16 11:52:38.821269
645,220,57,,132.37,process_deliverable_4,2024-12-06 15:24:26.962758,2024-12-22 17:46:34.134598
646,220,1,,132.37,process_deliverable_4,2024-12-06 15:24:26.962758,2024-12-22 17:46:34.134598
647,220,53,,132.37,process_deliverable_4,2024-12-06 15:24:26.962758,2024-12-22 17:46:34.134598
648,220,41,,132.37,process_deliverable_4,2024-12-06 15:24:26.962758,2024-12-22 17:46:34.134598
649,220,15,,132.37,process_deliverable_4,2024-12-06 15:24:26.962758,2024-12-22 17:46:34.134598
650,217,45,,28.74,process_deliverable_1,2024-12-03 20:48:57.981432,2024-12-29 23:39:40.505350
651,217,8,,28.74,process_deliverable_1,2024-12-03 20:48:57.981432,2024-12-29 23:39:40.505350
652,219,32,,49.51,process_deliverable_4,2024-12-04 07:34:51.660401,2024-12-30 16:53:57.026118
653,219,39,,49.51,process_deliverable_4,2024-12-04 07:34:51.660401,2024-12-30 16:53:57.026118
654,219,30,,49.51,process_deliverable_4,2024-12-04 07:34:51.660401,2024-12-30 16:53:57.026118
655,219,35,,49.51,process_deliverable_4,2024-12-04 07:34:51.660401,2024-12-30 16:53:57.026118
656,219,44,,49.51,process_deliverable_4,2024-12-04 07:34:51.660401,2024-12-30 16:53:57.026118
657,218,21,,126.3,process_deliverable_1,2024-12-04 07:14:45.334108,2024-12-30 20:47:58.235158
658,218,31,,126.3,process_deliverable_1,2024-12-04 07:14:45.334108,2024-12-30 20:47:58.235158
659,221,40,,158.52,process_deliverable_5,2024-12-22 17:46:34.134598,2025-01-13 19:12:05.723775
660,221,47,,158.52,process_deliverable_5,2024-12-22 17:46:34.134598,2025-01-13 19:12:05.723775
661,221,51,,158.52,process_deliverable_5,2024-12-22 17:46:34.134598,2025-01-13 19:12:05.723775
662,222,34,,97.37,process_deliverable_2,2024-12-29 23:39:40.505350,2025-01-16 15:42:25.730730
663,222,52,,97.37,process_deliverable_2,2024-12-29 23:39:40.505350,2025-01-16 15:42:25.730730
664,225,42,,60.0,process_deliverable_1,2024-12-31 13:19:50.931130,2025-01-17 07:31:09.761160
665,225,37,,60.0,process_deliverable_1,2024-12-31 13:19:50.931130,2025-01-17 07:31:09.761160
666,224,54,,32.18,process_deliverable_2,2024-12-30 20:47:58.235158,2025-01-18 23:00:59.807027
667,224,55,,32.18,process_deliverable_2,2024-12-30 20:47:58.235158,2025-01-18 23:00:59.807027
668,223,60,,56.85,process_deliverable_5,2024-12-30 16:53:57.026118,2025-01-19 19:34:33.228005
669,223,7,,56.85,process_deliverable_5,2024-12-30 16:53:57.026118,2025-01-19 19:34:33.228005
670,223,11,,56.85,process_deliverable_5,2024-12-30 16:53:57.026118,2025-01-19 19:34:33.228005
671,226,45,,75.7,process_deliverable_1,2025-01-02 11:50:54.059887,2025-01-29 14:42:38.641671
672,226,48,,75.7,process_deliverable_1,2025-01-02 11:50:54.059887,2025-01-29 14:42:38.641671
673,230,21,,90.18,process_deliverable_1,2025-01-22 13:36:19.688216,2025-02-01 23:07:17.222278
674,230,8,,90.18,process_deliverable_1,2025-01-22 13:36:19.688216,2025-02-01 23:07:17.222278
675,228,33,,82.87,process_deliverable_2,2025-01-17 07:31:09.761160,2025-02-05 03:52:23.235356
676,228,4,,82.87,process_deliverable_2,2025-01-17 07:31:09.761160,2025-02-05 03:52:23.235356
677,229,12,,74.89,process_deliverable_4,2025-01-18 23:00:59.807027,2025-02-07 03:44:19.909015
678,229,6,,74.89,process_deliverable_4,2025-01-18 23:00:59.807027,2025-02-07 03:44:19.909015
679,229,5,,74.89,process_deliverable_4,2025-01-18 23:00:59.807027,2025-02-07 03:44:19.909015
680,229,25,,74.89,process_deliverable_4,2025-01-18 23:00:59.807027,2025-02-07 03:44:19.909015
681,229,18,,74.89,process_deliverable_4,2025-01-18 23:00:59.807027,2025-02-07 03:44:19.909015
682,227,49,,74.23,process_deliverable_4,2025-01-16 15:42:25.730730,2025-02-08 20:44:43.685493
683,227,50,,74.23,process_deliverable_4,2025-01-16 15:42:25.730730,2025-02-08 20:44:43.685493
684,227,13,,74.23,process_deliverable_4,2025-01-16 15:42:25.730730,2025-02-08 20:44:43.685493
685,227,14,,74.23,process_deliverable_4,2025-01-16 15:42:25.730730,2025-02-08 20:44:43.685493
686,227,59,,74.23,process_deliverable_4,2025-01-16 15:42:25.730730,2025-02-08 20:44:43.685493
687,231,31,,136.84,process_deliverable_2,2025-01-29 14:42:38.641671,2025-02-19 17:15:51.790500
688,231,3,,136.84,process_deliverable_2,2025-01-29 14:42:38.641671,2025-02-19 17:15:51.790500
689,234,34,,155.53,process_deliverable_5,2025-02-07 03:44:19.909015,2025-02-25 17:16:47.643232
690,234,27,,155.53,process_deliverable_5,2025-02-07 03:44:19.909015,2025-02-25 17:16:47.643232
691,234,43,,155.53,process_deliverable_5,2025-02-07 03:44:19.909015,2025-02-25 17:16:47.643232
692,232,40,,77.57,process_deliverable_2,2025-02-01 23:07:17.222278,2025-02-27 09:31:45.601606
693,232,19,,77.57,process_deliverable_2,2025-02-01 23:07:17.222278,2025-02-27 09:31:45.601606
694,233,22,,67.9,process_deliverable_4,2025-02-05 03:52:23.235356,2025-03-04 06:25:17.040505
695,233,23,,67.9,process_deliverable_4,2025-02-05 03:52:23.235356,2025-03-04 06:25:17.040505
696,233,16,,67.9,process_deliverable_4,2025-02-05 03:52:23.235356,2025-03-04 06:25:17.040505
697,233,56,,67.9,process_deliverable_4,2025-02-05 03:52:23.235356,2025-03-04 06:25:17.040505
698,233,29,,67.9,process_deliverable_4,2025-02-05 03:52:23.235356,2025-03-04 06:25:17.040505
699,235,37,,61.99,process_deliverable_5,2025-02-08 20:44:43.685493,2025-03-04 09:23:38.331615
700,235,53,,61.99,process_deliverable_5,2025-02-08 20:44:43.685493,2025-03-04 09:23:38.331615
701,235,41,,61.99,process_deliverable_5,2025-02-08 20:44:43.685493,2025-03-04 09:23:38.331615
702,237,17,,34.62,process_deliverable_4,2025-02-19 17:15:51.790500,2025-03-07 05:48:58.600400
703,237,24,,34.62,process_deliverable_4,2025-02-19 17:15:51.790500,2025-03-07 05:48:58.600400
704,237,15,,34.62,process_deliverable_4,2025-02-19 17:15:51.790500,2025-03-07 05:48:58.600400
705,237,30,,34.62,process_deliverable_4,2025-02-19 17:15:51.790500,2025-03-07 05:48:58.600400
706,237,35,,34.62,process_deliverable_4,2025-02-19 17:15:51.790500,2025-03-07 05:48:58.600400
707,236,42,,34.46,process_deliverable_1,2025-02-11 12:58:16.761860,2025-03-11 21:41:30.493784
708,236,54,,34.46,process_deliverable_1,2025-02-11 12:58:16.761860,2025-03-11 21:41:30.493784
709,238,38,,31.86,process_deliverable_4,2025-02-27 09:31:45.601606,2025-03-17 21:15:22.726218
710,238,36,,31.86,process_deliverable_4,2025-02-27 09:31:45.601606,2025-03-17 21:15:22.726218
711,238,44,,31.86,process_deliverable_4,2025-02-27 09:31:45.601606,2025-03-17 21:15:22.726218
712,238,47,,31.86,process_deliverable_4,2025-02-27 09:31:45.601606,2025-03-17 21:15:22.726218
713,238,51,,31.86,process_deliverable_4,2025-02-27 09:31:45.601606,2025-03-17 21:15:22.726218
714,239,60,,73.85,process_deliverable_5,2025-03-04 06:25:17.040505,2025-03-22 19:17:26.789269
715,239,7,,73.85,process_deliverable_5,2025-03-04 06:25:17.040505,2025-03-22 19:17:26.789269
716,239,11,,73.85,process_deliverable_5,2025-03-04 06:25:17.040505,2025-03-22 19:17:26.789269
717,240,48,,36.29,process_deliverable_5,2025-03-07 05:48:58.600400,2025-03-30 08:37:02.322199
718,240,5,,36.29,process_deliverable_5,2025-03-07 05:48:58.600400,2025-03-30 08:37:02.322199
719,240,25,,36.29,process_deliverable_5,2025-03-07 05:48:58.600400,2025-03-30 08:37:02.322199
720,242,45,,76.45,process_deliverable_1,2025-03-17 13:59:48.556137,2025-04-02 04:37:45.707353
721,242,33,,76.45,process_deliverable_1,2025-03-17 13:59:48.556137,2025-04-02 04:37:45.707353
722,243,31,,138.25,process_deliverable_5,2025-03-17 21:15:22.726218,2025-04-04 16:51:21.245176
723,243,18,,138.25,process_deliverable_5,2025-03-17 21:15:22.726218,2025-04-04 16:51:21.245176
724,243,13,,138.25,process_deliverable_5,2025-03-17 21:15:22.726218,2025-04-04 16:51:21.245176
725,241,8,,75.32,process_deliverable_2,2025-03-11 21:41:30.493784,2025-04-12 07:23:01.364329
726,241,26,,75.32,process_deliverable_2,2025-03-11 21:41:30.493784,2025-04-12 07:23:01.364329
727,244,21,,112.33,process_deliverable_1,2025-03-30 09:25:02.430300,2025-04-20 11:37:31.934798
728,244,34,,112.33,process_deliverable_1,2025-03-30 09:25:02.430300,2025-04-20 11:37:31.934798
729,245,40,,96.5,process_deliverable_2,2025-04-02 04:37:45.707353,2025-04-23 22:51:16.834706
730,245,20,,96.5,process_deliverable_2,2025-04-02 04:37:45.707353,2025-04-23 22:51:16.834706
731,246,57,,22.32,process_deliverable_4,2025-04-12 07:23:01.364329,2025-05-03 16:11:45.076641
732,246,1,,22.32,process_deliverable_4,2025-04-12 07:23:01.364329,2025-05-03 16:11:45.076641
733,246,14,,22.32,process_deliverable_4,2025-04-12 07:23:01.364329,2025-05-03 16:11:45.076641
734,246,59,,22.32,process_deliverable_4,2025-04-12 07:23:01.364329,2025-05-03 16:11:45.076641
735,246,27,,22.32,process_deliverable_4,2025-04-12 07:23:01.364329,2025-05-03 16:11:45.076641
736,247,37,,38.96,process_deliverable_2,2025-04-20 11:37:31.934798,2025-05-09 19:15:36.352335
737,247,32,,38.96,process_deliverable_2,2025-04-20 11:37:31.934798,2025-05-09 19:15:36.352335
738,248,39,,101.66,process_deliverable_4,2025-04-23 22:51:16.834706,2025-05-10 17:59:53.390490
739,248,52,,101.66,process_deliverable_4,2025-04-23 22:51:16.834706,2025-05-10 17:59:53.390490
740,248,43,,101.66,process_deliverable_4,2025-04-23 22:51:16.834706,2025-05-10 17:59:53.390490
741,248,16,,101.66,process_deliverable_4,2025-04-23 22:51:16.834706,2025-05-10 17:59:53.390490
742,248,56,,101.66,process_deliverable_4,2025-04-23 22:51:16.834706,2025-05-10 17:59:53.390490
743,249,54,,141.9,process_deliverable_5,2025-05-03 16:11:45.076641,2025-05-23 13:13:34.968579
744,249,29,,141.9,process_deliverable_5,2025-05-03 16:11:45.076641,2025-05-23 13:13:34.968579
745,249,53,,141.9,process_deliverable_5,2025-05-03 16:11:45.076641,2025-05-23 13:13:34.968579
746,250,55,,42.59,process_deliverable_4,2025-05-09 19:15:36.352335,2025-05-29 00:12:29.467941
747,250,4,,42.59,process_deliverable_4,2025-05-09 19:15:36.352335,2025-05-29 00:12:29.467941
748,250,41,,42.59,process_deliverable_4,2025-05-09 19:15:36.352335,2025-05-29 00:12:29.467941
749,250,15,,42.59,process_deliverable_4,2025-05-09 19:15:36.352335,2025-05-29 00:12:29.467941
750,250,30,,42.59,process_deliverable_4,2025-05-09 19:15:36.352335,2025-05-29 00:12:29.467941
751,251,60,,27.94,process_deliverable_5,2025-05-10 17:59:53.390490,2025-05-31 08:12:55.529304
752,251,35,,27.94,process_deliverable_5,2025-05-10 17:59:53.390490,2025-05-31 08:12:55.529304
753,251,44,,27.94,process_deliverable_5,2025-05-10 17:59:53.390490,2025-05-31 08:12:55.529304
754,252,42,,145.4,process_deliverable_1,2025-05-22 01:53:23.264837,2025-06-02 03:38:04.104017
755,252,48,,145.4,process_deliverable_1,2025-05-22 01:53:23.264837,2025-06-02 03:38:04.104017
756,254,31,,135.41,process_deliverable_2,2025-06-02 03:38:04.104017,2025-06-17 11:05:51.411046
757,254,12,,135.41,process_deliverable_2,2025-06-02 03:38:04.104017,2025-06-17 11:05:51.411046
758,253,33,,100.89,process_deliverable_5,2025-05-29 00:12:29.467941,2025-06-27 11:58:45.603478
759,253,47,,100.89,process_deliverable_5,2025-05-29 00:12:29.467941,2025-06-27 11:58:45.603478
760,253,51,,100.89,process_deliverable_5,2025-05-29 00:12:29.467941,2025-06-27 11:58:45.603478
761,255,6,,28.39,process_deliverable_4,2025-06-17 11:05:51.411046,2025-07-11 11:43:28.049886
762,255,49,,28.39,process_deliverable_4,2025-06-17 11:05:51.411046,2025-07-11 11:43:28.049886
763,255,7,,28.39,process_deliverable_4,2025-06-17 11:05:51.411046,2025-07-11 11:43:28.049886
764,255,11,,28.39,process_deliverable_4,2025-06-17 11:05:51.411046,2025-07-11 11:43:28.049886
765,255,5,,28.39,process_deliverable_4,2025-06-17 11:05:51.411046,2025-07-11 11:43:28.049886
766,256,45,,150.04,process_deliverable_1,2025-06-28 03:46:03.052403,2025-07-15 02:46:52.699807
767,256,8,,150.04,process_deliverable_1,2025-06-28 03:46:03.052403,2025-07-15 02:46:52.699807
768,257,34,,44.45,process_deliverable_5,2025-07-11 11:43:28.049886,2025-08-05 00:54:57.433701
769,257,25,,44.45,process_deliverable_5,2025-07-11 11:43:28.049886,2025-08-05 00:54:57.433701
770,257,18,,44.45,process_deliverable_5,2025-07-11 11:43:28.049886,2025-08-05 00:54:57.433701
771,258,40,,120.06,process_deliverable_2,2025-07-15 02:46:52.699807,2025-08-12 07:58:33.786976
772,258,50,,120.06,process_deliverable_2,2025-07-15 02:46:52.699807,2025-08-12 07:58:33.786976
773,259,3,,33.3,process_deliverable_4,2025-08-12 07:58:33.786976,2025-09-01 03:14:06.603670
774,259,19,,33.3,process_deliverable_4,2025-08-12 07:58:33.786976,2025-09-01 03:14:06.603670
775,259,13,,33.3,process_deliverable_4,2025-08-12 07:58:33.786976,2025-09-01 03:14:06.603670
776,259,14,,33.3,process_deliverable_4,2025-08-12 07:58:33.786976,2025-09-01 03:14:06.603670
777,259,59,,33.3,process_deliverable_4,2025-08-12 07:58:33.786976,2025-09-01 03:14:06.603670
778,260,21,,62.8,process_deliverable_1,2025-08-23 10:54:19.796208,2025-09-09 15:40:57.954256
779,260,37,,62.8,process_deliverable_1,2025-08-23 10:54:19.796208,2025-09-09 15:40:57.954256
780,261,42,,100.99,process_deliverable_1,2025-08-23 11:42:23.948386,2025-09-16 06:11:36.905508
781,261,54,,100.99,process_deliverable_1,2025-08-23 11:42:23.948386,2025-09-16 06:11:36.905508
782,262,60,,106.39,process_deliverable_5,2025-09-01 03:14:06.603670,2025-09-19 07:48:05.824665
783,262,27,,106.39,process_deliverable_5,2025-09-01 03:14:06.603670,2025-09-19 07:48:05.824665
784,262,43,,106.39,process_deliverable_5,2025-09-01 03:14:06.603670,2025-09-19 07:48:05.824665
785,264,31,,133.39,process_deliverable_2,2025-09-16 06:11:36.905508,2025-10-04 23:02:51.762927
786,264,23,,133.39,process_deliverable_2,2025-09-16 06:11:36.905508,2025-10-04 23:02:51.762927
787,263,48,,147.59,process_deliverable_2,2025-09-09 15:40:57.954256,2025-10-05 17:26:24.761198
788,263,22,,147.59,process_deliverable_2,2025-09-09 15:40:57.954256,2025-10-05 17:26:24.761198
789,265,17,,76.1,process_deliverable_4,2025-10-04 23:02:51.762927,2025-10-15 19:59:51.150932
790,265,24,,76.1,process_deliverable_4,2025-10-04 23:02:51.762927,2025-10-15 19:59:51.150932
791,265,16,,76.1,process_deliverable_4,2025-10-04 23:02:51.762927,2025-10-15 19:59:51.150932
792,265,56,,76.1,process_deliverable_4,2025-10-04 23:02:51.762927,2025-10-15 19:59:51.150932
793,265,29,,76.1,process_deliverable_4,2025-10-04 23:02:51.762927,2025-10-15 19:59:51.150932
794,267,45,,28.6,process_deliverable_1,2025-10-07 21:17:33.577940,2025-10-18 13:29:51.986503
795,267,33,,28.6,process_deliverable_1,2025-10-07 21:17:33.577940,2025-10-18 13:29:51.986503
796,269,34,,61.49,process_deliverable_2,2025-10-18 13:29:51.986503,2025-10-30 13:53:21.164896
797,269,26,,61.49,process_deliverable_2,2025-10-18 13:29:51.986503,2025-10-30 13:53:21.164896
798,266,38,,31.23,process_deliverable_4,2025-10-05 17:26:24.761198,2025-10-30 18:30:40.241223
799,266,36,,31.23,process_deliverable_4,2025-10-05 17:26:24.761198,2025-10-30 18:30:40.241223
800,266,53,,31.23,process_deliverable_4,2025-10-05 17:26:24.761198,2025-10-30 18:30:40.241223
801,266,41,,31.23,process_deliverable_4,2025-10-05 17:26:24.761198,2025-10-30 18:30:40.241223
802,266,15,,31.23,process_deliverable_4,2025-10-05 17:26:24.761198,2025-10-30 18:30:40.241223
803,268,8,,142.52,process_deliverable_5,2025-10-15 19:59:51.150932,2025-11-02 09:40:39.996909
